DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1997-0342-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Jinping county, Qujing prefecture, Nujiang prefecture (Yunnan province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,1997,7,10,1997,7,30,300,18000,300000,,318000,,,,,1027400,1950268,52.67993394,,2005/10/28,2023/9/25
1997-0354-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"cities of Hengyang, Zhuzhou and Chenzhou (Hunan province)",Heavy rain,,No,No,No,,,Km2,,,Xiangijiang River,1997,9,1,1997,9,8,63,,,,,,,,,,,52.67993394,,2005/10/28,2023/9/25
1997-0558-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guizhou, Guangdong, Cuangxi, Jiangxi, Zheijiang, Jiangsu, Anhui",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,1997,6,30,1997,8,1,420,,,,,,,,,1251200,2375098,52.67993394,,2006/7/9,2023/9/25
1997-0562-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Zhaotong prefecture (Yunnan province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,29000,Km2,,,,1997,6,3,1997,6,10,40,,,,,,,,,1000,1898,52.67993394,,2006/7/10,2023/9/25
1998-0165-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Hubei, Hunan, Sichuan, Jiangxi, Fujian, Guanxi Provinces",Heavy rains,Broken Dam/Burst bank,Yes,No,No,131738,250000,Km2,,,Yang-Tsé Kiang,1998,7,1,1998,8,30,3656,123000,223000000,15850000,238973000,,,301200,563015,30000000,56077197,53.49768079,,2006/7/9,2023/9/25
1998-0174-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Hong Kong, Guangzhou, Xinhui, Sinhui, Zhaoqing ,Zhongshan, Foshan Maoming, Yangjiang, Zhuhai, Shataukok, Fanling, Sheung, Shui, Pat Heung Yuen Long, Ta Kwu Leng, Guangxi",Heavy rain,,No,No,No,,575,Km2,,,"Shenzhen river, Pearl river, Ng Tung river",1998,5,24,1998,5,24,15,,1300,,1300,,,,,34700,64863,53.49768079,,2005/10/26,2023/9/25
1998-0321-CHN,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Tibet, Xizang Province",,,No,No,No,,212000,Km2,,,,1998,8,31,1998,8,31,50,,80000,,80000,,,,,20124,37617,53.49768079,,2006/4/26,2023/9/25
1998-0445-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Hunan, Jiangxi, Fujian, Guangxi, Nanping Level 2 - level 1 = Sichuan",,,No,No,No,,,Km2,,,,1998,6,11,1998,6,11,440,,,1500000,1500000,,,,,724700,1354638,53.49768079,,2003/7/1,2023/9/25
1998-0604-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Heilongjiang, Inner Mongolia, Liaoning",Heavy rain,,No,No,No,,,Km2,,,,1998,8,8,1998,9,14,89,,2160000,,2160000,,,,,964000,1801947,53.49768079,,2006/7/9,2023/9/25
1999-0118-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Hubai, Jiangxi, Hunan Provinces",,,No,No,No,,,Km2,,,,1999,4,25,1999,4,25,35,,3000,,3000,,,,,,,54.66822084,,2003/7/1,2023/9/25
1999-0191-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Anhui, Zhejiang, Jiangxi, Jiangsu, Hubei, Hunan, Guizhou, Sichuang, Chingquing (municipality)",Heavy rain,,Yes,No,No,,41000,Km2,,,Yangtze River and its tributaries,1999,6,23,1999,8,3,725,24000,100000000,1000000,101024000,,,,,8100000,14816652,54.66822084,,2008/4/8,2023/9/25
1999-0645-CHN,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Zhejiang Province (including Wenzhou, Taizhou and Lishui)",Brief torrential rain,,No,No,No,,,Km2,,,,1999,9,6,1999,9,7,153,,4920000,245000,5165000,,,,,647000,1183503,54.66822084,,2005/10/26,2023/9/25
1999-0731-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Anhui,Torrential rain,,No,No,No,,,Km2,,,,1999,7,3,1999,7,3,30,,,,,,,,,302000,552423,54.66822084,,2006/7/5,2023/9/25
1999-0733-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Chenzhou (Hunan province),Heavy rains,,No,No,No,,,Km2,,,,1999,8,12,1999,8,14,199,,,1000000,1000000,,,,,181200,331454,54.66822084,,2006/7/5,2023/9/25
1999-0735-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Pingshan (Hebei),,,No,No,No,,,Km2,,,,1999,8,14,1999,8,14,43,,5000,,5000,,,,,24200,44267,54.66822084,,2006/7/5,2023/9/25
2000-0200-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Shenzhen, Zhuhai, Zhongshan districts (Guangdong Sheng province)",Heavy rains,,No,No,No,,21000,Km2,,,,2000,4,13,2000,4,17,15,,40000,,40000,,,,,12000,21234,56.51429056,"[{""adm2_code"":13030,""adm2_name"":""Shenzhen""},{""adm2_code"":13031,""adm2_name"":""Zhuhai""},{""adm2_code"":13045,""adm2_name"":""Zhongshan""}]",2004/10/27,2023/9/25
2000-0302-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Awu, Jingmu, Hadapu villages (Dangchang Xian area, Longnan district, Gansu Sheng province), Gulin Xian, Xuyong Xian areas (Luzhou district, Sichuan Sheng Province), Duyun Shi area (Qiannan Buyei and Miao district, Guizhou Sheng province)",Monsoonal rain,,No,No,No,,114000,Km2,,,Minjiang.,2000,5,31,2000,6,19,34,183,154000,,154183,,,,,22000,38928,56.51429056,"[{""adm2_code"":13023,""adm2_name"":""Longnan""},{""adm2_code"":13071,""adm2_name"":""Qiannan Buyei and Miao""},{""adm2_code"":13258,""adm2_name"":""Luzhou""}]",2006/2/23,2023/9/25
2000-0330-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Sichuan Sheng, Yunnan Sheng provinces",,,No,No,No,,,Km2,,,,2000,6,1,2000,6,1,4,,15000,,15000,,,,,,,56.51429056,"[{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2003/7/1,2023/9/25
2000-0372-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Quanzhou, Zhangzhou, Xiamen districts (Fujian Sheng province), Jiangxi Sheng province",Monsoonal rain,"Rain|Slide (land, mud, snow, rock)",No,No,No,,76000,Km2,,,,2000,6,17,2000,6,30,43,10,,31000,31010,,,,,19000,33620,56.51429056,"[{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm2_code"":13006,""adm2_name"":""Xiamen""},{""adm2_code"":13009,""adm2_name"":""Quanzhou""},{""adm2_code"":13010,""adm2_name"":""Zhangzhou""}]",2006/2/23,2023/9/25
2000-0376-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Duyun Shi area (Qiannan Buyei and Miao district, Guizhou Sheng province)",,,No,No,No,,,Km2,,,,2000,6,8,2000,6,8,33,,300000,,300000,,,,,60000,106168,56.51429056,"[{""adm2_code"":13071,""adm2_name"":""Qiannan Buyei and Miao""}]",2003/7/1,2023/9/25
2000-0426-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Baiyu Xian area (Garze Tibetan district, Sichuan Sheng province)",,,No,No,No,,,Km2,,,,2000,7,18,2000,7,18,54,,,,,,,,,,,56.51429056,"[{""adm2_code"":13271,""adm2_name"":""Garzê Tibetan""}]",2003/7/1,2023/9/25
2000-0472-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Hu Xian (Xi'an district, Shaanxi Sheng province), Ziyang Xian (Ankang district, Shaanxi Sheng province)",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2000,7,11,2000,7,14,203,214,,18000,18214,,,,,172000,304348,56.51429056,"[{""adm2_code"":13215,""adm2_name"":""Xi'an""},{""adm2_code"":13222,""adm2_name"":""Ankang""}]",2006/2/23,2023/9/25
2000-0677-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Xuwen area (Zhanjiang district, Guandong province), Hainan Sheng province",Tropical cyclone,"Slide (land, mud, snow, rock)",No,No,No,,11170,Km2,,,,2000,10,12,2000,10,18,10,,200000,,200000,,,,,25366,44884,56.51429056,"[{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm2_code"":13035,""adm2_name"":""Zhanjiang""}]",2004/10/21,2023/9/25
2001-0241-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guangzhou, Maoming, Shanwei, Shenzhen, Yangjiang, Yunfu districts (Guangdong Sheng province), Hubei Sheng, Hunan Sheng provinces",,,No,No,No,,,Km2,,,,2001,6,2,2001,6,2,29,,1760000,,1760000,,,,,78000,134225,58.11147437,"[{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm2_code"":13028,""adm2_name"":""Guangzhou""},{""adm2_code"":13030,""adm2_name"":""Shenzhen""},{""adm2_code"":13036,""adm2_name"":""Maoming""},{""adm2_code"":13040,""adm2_name"":""Shanwei""},{""adm2_code"":13042,""adm2_name"":""Yangjiang""},{""adm2_code"":13048,""adm2_name"":""Yunfu""}]",2003/7/1,2023/9/25
2001-0305-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Guangdong Sheng province,,,No,No,No,,,Km2,,,,2001,4,20,2001,4,20,11,3,30000,,30003,,,,,24000,41300,58.11147437,"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""}]",2003/7/1,2023/9/25
2001-0356-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Hangzhou district (Zhejiang Sheng province),,,No,No,No,,,Km2,,,,2001,6,27,2001,6,27,22,7,,,7,,,,,,,58.11147437,"[{""adm2_code"":13319,""adm2_name"":""Hangzhou""}]",2003/7/1,2023/9/25
2001-0360-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Funing Xiang area (Wenshan Zhuang and Miao district, Yunnan Sheng province)",Heavy rain,,No,No,No,,5570,Km2,,,Puting river,2001,8,25,2001,8,25,35,72,,2630,2702,,,,,17000,29254,58.11147437,"[{""adm2_code"":13309,""adm2_name"":""Wenshan Zhuang and Miao""}]",2005/9/20,2023/9/25
2001-0392-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Mawu, Suolong villages (Min Xian area, Dingxi district, Gansu Sheng province)",Heavy rain,,No,No,No,,6800,Km2,,,,2001,7,25,2001,7,26,46,17,,,17,,,,,5000,8604,58.11147437,"[{""adm2_code"":13022,""adm2_name"":""Dingxi""}]",2005/9/20,2023/9/25
2001-0534-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Jinyang area (Liangshan Yi district, Sichuan Sheng province), Deyang, Mianyang districts (Sichuan Sheng province)",Brief torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,14700,Km2,,,,2001,9,19,2001,9,22,27,,,250000,250000,,,,,300000,516249,58.11147437,"[{""adm2_code"":13259,""adm2_name"":""Deyang""},{""adm2_code"":13260,""adm2_name"":""Mianyang""},{""adm2_code"":13272,""adm2_name"":""Liangshan Yi""}]",2004/10/29,2023/9/25
2001-0716-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Wuhai district (Nei Mongol Zizhiqu province),ice jam/break-up,,No,No,No,,,Km2,,,Yellow river,2001,12,17,2001,12,18,,,4000,,4000,,,,,,,58.11147437,"[{""adm2_code"":13193,""adm2_name"":""Wuhai""}]",2005/9/21,2023/9/25
2001-0740-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Guangxi Zhuangzu Zizhiqu province,,,No,No,No,,4800,Km2,,,,2001,6,15,2001,6,15,66,3110,,,3110,,,,,167000,287379,58.11147437,"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""}]",2003/7/1,2023/9/25
2001-0741-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Suining Xian area (Shaoyang district, Hunan Sheng province)",Heavy rain,,No,No,No,,3600,Km2,,,,2001,6,19,2001,6,23,166,,300000,,300000,,,,,120000,206500,58.11147437,"[{""adm2_code"":13134,""adm2_name"":""Shaoyang""}]",2005/9/21,2023/9/25
2002-0278-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Ili Kazakh district (Xinjiang Uygur Zizhiqu province),,,No,No,No,,,Km2,,,,2002,5,,2002,5,,,,561800,,561800,,,,,53000,89780,59.03314408,"[{""adm2_code"":13292,""adm2_name"":""Ili Kazakh""}]",2003/7/1,2023/9/25
2002-0305-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Hunan Sheng province,Heavy rain,,No,No,No,,156100,Km2,,,Yangtze,2002,5,22,2002,5,29,,,20000000,,20000000,,,,,943000,1597408,59.03314408,"[{""adm1_code"":912,""adm1_name"":""Hunan Sheng""}]",2005/9/22,2023/9/25
2002-0344-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Tuokexun Xian area (Turfan district, Xinjiang Uygur Zizhiqu province), Tuoli Xian area (Tacheng district, Xinjiang Uygur Zizhiqu province), Nileke Xian area (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",,,No,No,No,,124900,Km2,,,,2002,5,23,2002,6,22,22,1,7000,,7001,,,,,50000,84698,59.03314408,"[{""adm2_code"":13282,""adm2_name"":""Turfan""},{""adm2_code"":13292,""adm2_name"":""Ili Kazakh""},{""adm2_code"":13293,""adm2_name"":""Tacheng""}]",2005/9/23,2023/9/25
2002-0350-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Foping Xian, Yang Xian, Ningshan Xian, Chang'an Xian, Hubei Sheng, Chongqing Shi, Guizhou Sheng, Fujian Sheng, Jiangxi Sheng, Hunan Sheng, Guangxi Zhuangzu Zizhiqu, Yunnan Sheng provinces, Suining Shi area (Suining district, Sichuan Sheng province), Shiquan Xian areas (Ankang district, Shaanxi Sheng province), Xi'an Shi areas (Xi'an district, Shaanxi Sheng province), Nanchong Shi area (Nanchong district, Sichuan Sheng province), Hanzhong Shi areas (Hanzhong district, Shaanxi Sheng province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,4852,252000,Km2,,,"Hanjiang, Ziwu, Xun, Yangtze, Jialinjiang",2002,6,8,2002,6,18,793,35257,80000000,,80035257,,,,,3100000,5251287,59.03314408,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""},{""adm2_code"":13215,""adm2_name"":""Xi'an""},{""adm2_code"":13221,""adm2_name"":""Hanzhong""},{""adm2_code"":13222,""adm2_name"":""Ankang""},{""adm2_code"":13262,""adm2_name"":""Suining""},{""adm2_code"":13265,""adm2_name"":""Nanchong""}]",2005/9/23,2023/9/25
2002-0461-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Altay, Khotan, Aksu, Ili Kazakh districts (Xinjiang Uygur Zizhiqu province)",HEavy rain,,No,No,No,,127600,Km2,,,,2002,7,21,2002,7,29,11,12,10000,2300,12312,,,,,38600,65387,59.03314408,"[{""adm2_code"":13287,""adm2_name"":""Aksu""},{""adm2_code"":13290,""adm2_name"":""Khotan""},{""adm2_code"":13292,""adm2_name"":""Ili Kazakh""},{""adm2_code"":13294,""adm2_name"":""Altay""}]",2005/9/23,2023/9/25
2002-0481-CHN,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,CHN,China,Eastern Asia,Asia,"Shaoguan, Meizhou, Qingyuan districts (Guangdong Sheng province), Gansu Sheng provinces",,,No,No,No,,,Km2,,,,2002,8,,2002,8,,61,15,,,15,,,,,,,59.03314408,"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm2_code"":13029,""adm2_name"":""Shaoguan""},{""adm2_code"":13039,""adm2_name"":""Meizhou""},{""adm2_code"":13043,""adm2_name"":""Qingyuan""}]",2003/7/1,2023/9/25
2002-0483-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Chenzhou Shi area (Chenzhou district, Hunan Sheng province), Guangdong Sheng, Fujian Sheng provinces",,,No,No,No,,3520,Km2,,,,2002,8,5,2002,8,5,165,,6340000,,6340000,,,,,540000,914740,59.03314408,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm2_code"":13139,""adm2_name"":""Chenzhou""}]",2003/7/1,2023/9/25
2002-0498-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Xinping Xian area (Yuxi district, Yunnan Sheng province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,17270,Km2,,,Yanjin.,2002,8,14,2002,8,20,178,311,999000,,999311,,,,,4200,7115,59.03314408,"[{""adm2_code"":13305,""adm2_name"":""Yuxi""}]",2005/9/23,2023/9/25
2002-0659-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Yongzhou, Shaoyang, Loudi, Yueyang, Yiyang, Changsha, Xiangtan, Hengyang districts (Hunan Sheng province)",,,No,No,No,,3600,Km2,,,,2002,8,11,2002,8,11,16,,5250000,,5250000,,,,,,,59.03314408,"[{""adm2_code"":13130,""adm2_name"":""Changsha""},{""adm2_code"":13132,""adm2_name"":""Xiangtan""},{""adm2_code"":13133,""adm2_name"":""Hengyang""},{""adm2_code"":13134,""adm2_name"":""Shaoyang""},{""adm2_code"":13135,""adm2_name"":""Yueyang""},{""adm2_code"":13138,""adm2_name"":""Yiyang""},{""adm2_code"":13140,""adm2_name"":""Yongzhou""},{""adm2_code"":13142,""adm2_name"":""Loudi""}]",2003/7/1,2023/9/25
2002-0691-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Shaoguan Shi area (Shaoguan district, Guangdong Sheng province)",Heavy rain,,No,No,No,,7900,Km2,,,,2002,10,28,2002,11,2,,,50000,,50000,,,,,,,59.03314408,"[{""adm2_code"":13029,""adm2_name"":""Shaoguan""}]",2005/9/26,2023/9/25
2003-0227-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Linwu Xian area (Chenzhou district, Hunan Sheng province), Meizhou, Heyuan, Shaoguan districts (Guangdong Sheng province), Ji'an, Ganzhou, Fuzhou districts (Jiangxi Sheng province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,317900,Km2,,,"Xiangjiang, Zhishui, Yangtze, Gan, Minjiang",2003,5,15,2003,5,21,38,5260,4360000,5726,4370986,,,,,160000,265018,60.37325107,"[{""adm2_code"":13029,""adm2_name"":""Shaoguan""},{""adm2_code"":13039,""adm2_name"":""Meizhou""},{""adm2_code"":13041,""adm2_name"":""Heyuan""},{""adm2_code"":13139,""adm2_name"":""Chenzhou""},{""adm2_code"":13163,""adm2_name"":""Ganzhou""},{""adm2_code"":13166,""adm2_name"":""Ji'an""},{""adm2_code"":13167,""adm2_name"":""Fuzhou""}]",2004/1/21,2023/9/25
2003-0274-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Gongliu Xian, Tekesi Xian, Nileke Xian areas (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,44620,Km2,,,Ili,2003,6,5,2003,6,7,28,,,,,,,,,,,60.37325107,"[{""adm2_code"":13292,""adm2_name"":""Ili Kazakh""}]",2004/1/22,2023/9/25
2003-0315-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Xishui, Dongshang areas (Zunyi district, Guizhou Sheng province), Changsha, Zhuzhou districts (Hunan Sheng province), Nanchang district (Jiangxi Sheng province), Zhejiang Sheng, Jiangsu Sheng, Shaanxi Sheng, Guangxi Zhuangzu Zizhiqu, Gansu Sheng, Sichuan Sheng, Hubei Sheng, Chongqing Shi provinces",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,6482,1287000,Km2,,,Yangtze,2003,6,23,2003,7,28,430,146000,150000000,,150146000,,,,,7890000,13068702,60.37325107,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""},{""adm2_code"":13065,""adm2_name"":""Zunyi""},{""adm2_code"":13130,""adm2_name"":""Changsha""},{""adm2_code"":13131,""adm2_name"":""Zhuzhou""},{""adm2_code"":13157,""adm2_name"":""Nanchang""}]",2005/4/13,2023/9/25
2003-0331-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Funan Xian, Mengcheng Xian, Yingshang Xian areas (Anhui Sheng province), Huoqiu Xian area (Lu'an district, Anhui Sheng province), Wangjiang Xian area (Anqing district, Anhui Sheng province), Xuyi Xian, Huaiyin Shi, Hongze Lake areas (Huai'an district, Jiangsu Sheng province), Xixia Xian area (Nanyang district, Henan Sheng province), Bengbu, Chuzhou districts (Anhui Sheng province), Shandong Sheng province",Torrential rains,Broken Dam/Burst bank,No,No,No,,108400,Km2,,,Huaihe river,2003,7,1,2003,8,7,30,,,1200000,1200000,,,,,4830000,8000232,60.37325107,"[{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm2_code"":12986,""adm2_name"":""Bengbu""},{""adm2_code"":12991,""adm2_name"":""Anqing""},{""adm2_code"":12993,""adm2_name"":""Chuzhou""},{""adm2_code"":12994,""adm2_name"":""Name Unknown""},{""adm2_code"":12996,""adm2_name"":""Lu'an""},{""adm2_code"":13111,""adm2_name"":""Nanyang""},{""adm2_code"":13151,""adm2_name"":""Huai'an""}]",2004/2/18,2023/9/25
2003-0440-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Ningshan Xian area (Ankang district, Shaanxi Sheng province), Hua Xian area (Weinan district, Shaanxi Sheng province), Gansu Sheng, Henan Sheng, Hubei Sheng, Shandong Sheng provinces",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,471100,Km2,,,Yellow river,2003,8,24,2003,11,12,123,,,200000,200000,,,,,2440000,4041525,60.37325107,"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm2_code"":13219,""adm2_name"":""Weinan""},{""adm2_code"":13222,""adm2_name"":""Ankang""}]",2004/2/18,2023/9/25
2003-0724-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Songkouzhen, Changpingling towns (Fuzhou district, Fujian Sheng province)",Heavy rains,,No,No,No,,2290,Km2,,,,2003,9,20,2003,9,22,13,,8000,,8000,,,,,9640,15967,60.37325107,"[{""adm2_code"":13005,""adm2_name"":""Fuzhou""}]",2004/2/18,2023/9/25
2004-0247-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,Enshi Tujia and Miao (Hubei Sheng province),Rainstorms,Broken Dam/Burst bank,No,No,No,,114,Km2,,,Dalongtan Reservoir on Qingjiang River,2004,5,27,2004,5,28,18,,,,,,,,,,,61.98958593,"[{""adm2_code"":13128,""adm2_name"":""Enshi Tujia and Miao""}]",2004/7/7,2023/9/25
